data,ora,stazione,vento_nodi,raffica10_nodi,direzione
2026-07-28,18:30,Porto Corsini,7.8,7.8,SSE
2026-07-28,18:45,Porto Corsini,6.1,7.8,SE
2026-07-28,09:01,Lido di Volano,8.9,,ENE
2026-07-28,09:15,Lido di Volano,8.2,,ENE
2026-07-28,09:31,Lido di Volano,8.0,,E
2026-07-28,09:45,Lido di Volano,8.0,,E
2026-07-28,10:01,Lido di Volano,5.4,,E
2026-07-28,10:15,Lido di Volano,7.4,,E
2026-07-28,10:31,Lido di Volano,6.8,,ESE
2026-07-28,10:45,Lido di Volano,6.0,,ESE
2026-07-28,10:49,Lido di Volano,5.4,,SE
2026-07-28,11:01,Lido di Volano,6.6,,SE
2026-07-28,11:15,Lido di Volano,5.1,,SSE
2026-07-28,11:31,Lido di Volano,4.7,,SSE
2026-07-28,11:45,Lido di Volano,4.7,,SSE
2026-07-28,12:01,Lido di Volano,4.1,,SSE
2026-07-28,12:15,Lido di Volano,3.7,,SE
2026-07-28,12:31,Lido di Volano,4.7,,SE
2026-07-28,12:45,Lido di Volano,5.1,,SE
2026-07-28,13:01,Lido di Volano,8.7,,SE
2026-07-28,13:07,Lido di Volano,8.4,,SE
2026-07-28,13:15,Lido di Volano,6.2,,SE
2026-07-28,13:31,Lido di Volano,7.4,,SE
2026-07-28,13:45,Lido di Volano,7.0,,SE
2026-07-28,14:01,Lido di Volano,6.4,,SE
2026-07-28,14:15,Lido di Volano,7.4,,SE
2026-07-28,14:30,Lido di Volano,7.6,,ESE
2026-07-28,14:45,Lido di Volano,6.0,,ESE
2026-07-28,15:00,Lido di Volano,6.4,,E
2026-07-28,15:01,Lido di Volano,6.4,,E
2026-07-28,15:15,Lido di Volano,8.2,,E
2026-07-28,15:31,Lido di Volano,6.8,,E
2026-07-28,16:01,Lido di Volano,6.6,,ESE
2026-07-28,16:15,Lido di Volano,7.2,,ESE
2026-07-28,16:31,Lido di Volano,6.4,,ESE
2026-07-28,16:45,Lido di Volano,6.4,,ESE
2026-07-28,17:01,Lido di Volano,4.9,,SE
2026-07-28,17:15,Lido di Volano,5.4,,SE
2026-07-28,17:30,Lido di Volano,6.2,,SE
2026-07-28,17:45,Lido di Volano,6.0,,SE
2026-07-28,18:01,Lido di Volano,6.6,,ESE
2026-07-28,18:15,Lido di Volano,6.8,,SE
2026-07-28,18:30,Lido di Volano,6.0,,ESE
2026-07-28,18:45,Lido di Volano,5.8,,SE
2026-07-29,09:01,Porto Corsini,5.2,7.8,W
2026-07-29,09:16,Porto Corsini,2.6,6.1,WNW
2026-07-29,09:31,Porto Corsini,0.0,6.1,N
2026-07-29,09:45,Porto Corsini,1.7,3.5,NE
2026-07-29,10:01,Porto Corsini,4.3,5.2,ENE
2026-07-29,10:15,Porto Corsini,2.6,5.2,ENE
2026-07-29,10:31,Porto Corsini,3.5,4.3,ENE
2026-07-29,10:45,Porto Corsini,3.5,5.2,ENE
2026-07-29,11:01,Porto Corsini,6.1,5.2,ENE
2026-07-29,11:15,Porto Corsini,6.1,7.8,ENE
2026-07-29,11:19,Porto Corsini,7.0,7.8,ENE
2026-07-29,11:31,Porto Corsini,6.1,6.1,E
2026-07-29,11:45,Porto Corsini,7.0,7.8,ENE
2026-07-29,12:01,Porto Corsini,6.1,7.8,ENE
2026-07-29,12:15,Porto Corsini,7.0,8.7,ENE
2026-07-29,12:31,Porto Corsini,7.0,7.8,ENE
2026-07-29,12:45,Porto Corsini,8.7,8.7,E
2026-07-29,13:01,Porto Corsini,8.7,9.6,E
2026-07-29,13:15,Porto Corsini,9.6,9.6,E
2026-07-29,13:31,Porto Corsini,7.8,9.6,E
2026-07-29,13:37,Porto Corsini,9.6,9.6,E
2026-07-29,13:45,Porto Corsini,9.6,9.6,E
2026-07-29,14:01,Porto Corsini,7.8,10.4,E
2026-07-29,14:15,Porto Corsini,9.6,9.6,ESE
2026-07-29,14:31,Porto Corsini,9.6,9.6,ESE
2026-07-29,14:45,Porto Corsini,7.8,9.6,E
2026-07-29,15:01,Porto Corsini,9.6,8.7,E
2026-07-29,15:15,Porto Corsini,8.7,9.6,E
2026-07-29,15:21,Porto Corsini,7.8,8.7,E
2026-07-29,15:31,Porto Corsini,7.8,8.7,ESE
2026-07-29,15:45,Porto Corsini,7.8,9.6,E
2026-07-29,16:01,Porto Corsini,7.0,8.7,E
2026-07-29,16:15,Porto Corsini,7.0,8.7,ENE
2026-07-29,16:31,Porto Corsini,7.0,7.8,E
2026-07-29,16:45,Porto Corsini,7.8,8.7,E
2026-07-29,17:01,Porto Corsini,6.1,7.8,ESE
2026-07-29,17:15,Porto Corsini,7.0,7.0,ESE
2026-07-29,17:24,Porto Corsini,7.0,7.8,ESE
2026-07-29,17:31,Porto Corsini,7.0,7.8,ESE
2026-07-29,17:45,Porto Corsini,7.8,7.8,ESE
2026-07-29,18:01,Porto Corsini,8.7,7.8,ESE
2026-07-29,18:15,Porto Corsini,8.7,7.8,SE
2026-07-29,18:31,Porto Corsini,10.4,9.6,ESE
2026-07-29,18:43,Porto Corsini,9.6,9.6,SE
2026-07-29,18:46,Porto Corsini,9.6,9.6,SE
2026-07-29,09:01,Lido di Volano,0.0,,?
2026-07-29,09:16,Lido di Volano,1.2,,WSW
2026-07-29,09:31,Lido di Volano,1.9,,WNW
2026-07-29,09:45,Lido di Volano,0.0,,NW
2026-07-29,10:15,Lido di Volano,1.0,,N
2026-07-29,10:31,Lido di Volano,1.6,,ESE
2026-07-29,10:45,Lido di Volano,1.9,,ESE
2026-07-29,11:01,Lido di Volano,2.3,,SE
2026-07-29,11:15,Lido di Volano,2.5,,SE
2026-07-29,11:19,Lido di Volano,1.8,,SE
2026-07-29,11:31,Lido di Volano,1.6,,SE
2026-07-29,11:45,Lido di Volano,1.9,,SE
2026-07-29,12:15,Lido di Volano,2.1,,SE
2026-07-29,12:31,Lido di Volano,3.1,,SE
2026-07-29,12:45,Lido di Volano,3.9,,SE
2026-07-29,13:01,Lido di Volano,5.2,,SSE
2026-07-29,13:15,Lido di Volano,4.9,,SE
2026-07-29,13:31,Lido di Volano,5.6,,SE
2026-07-29,13:37,Lido di Volano,6.6,,SE
2026-07-29,13:45,Lido di Volano,6.4,,ESE
2026-07-29,14:01,Lido di Volano,6.4,,SE
2026-07-29,14:15,Lido di Volano,6.8,,SE
2026-07-29,14:31,Lido di Volano,8.2,,SE
2026-07-29,14:45,Lido di Volano,6.6,,SE
2026-07-29,15:01,Lido di Volano,6.0,,SE
2026-07-29,15:15,Lido di Volano,6.6,,SE
2026-07-29,15:21,Lido di Volano,7.0,,SE
2026-07-29,15:31,Lido di Volano,8.2,,SE
2026-07-29,15:45,Lido di Volano,6.4,,SE
2026-07-29,16:01,Lido di Volano,7.0,,SE
2026-07-29,16:15,Lido di Volano,7.2,,SE
2026-07-29,16:31,Lido di Volano,6.6,,SE
2026-07-29,16:45,Lido di Volano,7.2,,SE
2026-07-29,17:01,Lido di Volano,6.4,,SE
2026-07-29,17:15,Lido di Volano,7.0,,SE
2026-07-29,17:24,Lido di Volano,6.4,,SE
2026-07-29,17:31,Lido di Volano,7.0,,SE
2026-07-29,17:45,Lido di Volano,7.0,,SE
2026-07-29,18:01,Lido di Volano,6.2,,ESE
2026-07-29,18:15,Lido di Volano,5.4,,SE
2026-07-29,18:31,Lido di Volano,6.4,,SE
2026-07-29,18:43,Lido di Volano,6.4,,SE
2026-07-29,18:46,Lido di Volano,6.4,,SE
2026-07-30,09:01,Porto Corsini,3.5,5.2,WSW
2026-07-30,09:15,Porto Corsini,5.2,7.0,W
2026-07-30,09:31,Porto Corsini,3.5,7.0,W
2026-07-30,09:45,Porto Corsini,0.0,5.2,NW
2026-07-30,10:01,Porto Corsini,2.6,,NE
2026-07-30,10:15,Porto Corsini,2.6,3.5,E
2026-07-30,10:31,Porto Corsini,2.6,2.6,E
2026-07-30,10:45,Porto Corsini,4.3,4.3,E
2026-07-30,11:01,Porto Corsini,3.5,5.2,E
2026-07-30,11:15,Porto Corsini,7.0,7.0,E
2026-07-30,11:31,Porto Corsini,6.1,7.0,E
2026-07-30,11:45,Porto Corsini,5.2,6.1,E
2026-07-30,12:01,Porto Corsini,6.1,6.1,ESE
2026-07-30,12:15,Porto Corsini,7.0,7.0,ESE
2026-07-30,12:31,Porto Corsini,7.0,7.0,ESE
2026-07-30,12:45,Porto Corsini,7.0,7.0,SE
2026-07-30,12:55,Porto Corsini,7.0,7.0,ESE
2026-07-30,13:01,Porto Corsini,6.1,6.1,ESE
2026-07-30,13:15,Porto Corsini,6.1,7.0,SE
2026-07-30,13:31,Porto Corsini,4.3,6.1,SE
2026-07-30,13:45,Porto Corsini,6.1,6.1,ESE
2026-07-30,14:01,Porto Corsini,3.5,6.1,SE
2026-07-30,14:15,Porto Corsini,6.1,6.1,ESE
2026-07-30,14:22,Porto Corsini,7.8,7.0,E
2026-07-30,14:31,Porto Corsini,6.1,7.0,ESE
2026-07-30,14:45,Porto Corsini,6.1,7.0,ESE
2026-07-30,15:01,Porto Corsini,7.8,7.8,ESE
2026-07-30,15:15,Porto Corsini,7.8,7.8,ESE
2026-07-30,15:31,Porto Corsini,7.0,7.8,ESE
2026-07-30,15:45,Porto Corsini,7.0,7.8,SE
2026-07-30,16:01,Porto Corsini,7.0,7.8,SE
2026-07-30,16:15,Porto Corsini,7.8,7.8,SE
2026-07-30,16:31,Porto Corsini,7.0,7.8,SE
2026-07-30,16:38,Porto Corsini,7.0,7.0,SE
2026-07-30,16:45,Porto Corsini,7.8,7.0,SE
2026-07-30,17:01,Porto Corsini,7.8,7.0,ESE
2026-07-30,17:16,Porto Corsini,6.1,7.8,SE
2026-07-30,17:31,Porto Corsini,7.0,7.0,SE
2026-07-30,17:45,Porto Corsini,7.0,6.1,ESE
2026-07-30,18:01,Porto Corsini,6.1,5.2,ESE
2026-07-30,18:12,Porto Corsini,4.3,6.1,SE
2026-07-30,18:15,Porto Corsini,4.3,6.1,ESE
2026-07-30,18:31,Porto Corsini,3.5,5.2,ESE
2026-07-30,18:45,Porto Corsini,5.2,5.2,ESE
2026-07-30,09:01,Lido di Volano,0.0,,SSE
2026-07-30,09:15,Lido di Volano,0.0,,SSE
2026-07-30,09:31,Lido di Volano,0.0,,SSE
2026-07-30,09:45,Lido di Volano,0.0,,SSE
2026-07-30,10:01,Lido di Volano,0.0,,SSE
2026-07-30,10:15,Lido di Volano,0.0,,SSE
2026-07-30,10:31,Lido di Volano,0.0,,SSE
2026-07-30,10:45,Lido di Volano,0.0,,SSE
2026-07-30,11:01,Lido di Volano,0.0,,SSE
2026-07-30,11:15,Lido di Volano,0.0,,SSE
2026-07-30,11:31,Lido di Volano,0.0,,SSE
2026-07-30,11:45,Lido di Volano,0.0,,SSE
2026-07-30,12:01,Lido di Volano,0.0,,SSE
2026-07-30,12:15,Lido di Volano,0.0,,SSE
2026-07-30,12:31,Lido di Volano,0.0,,SSE
2026-07-30,12:45,Lido di Volano,0.0,,SSE
2026-07-30,12:55,Lido di Volano,0.0,,SSE
2026-07-30,13:01,Lido di Volano,0.0,,SSE
2026-07-30,13:15,Lido di Volano,0.0,,SSE
2026-07-30,13:31,Lido di Volano,0.0,,SSE
2026-07-30,13:45,Lido di Volano,0.0,,SSE
2026-07-30,14:01,Lido di Volano,0.0,,SSE
2026-07-30,14:22,Lido di Volano,0.0,,SSE
2026-07-30,14:31,Lido di Volano,0.0,,SSE
2026-07-30,14:45,Lido di Volano,0.0,,SSE
2026-07-30,15:01,Lido di Volano,0.0,,SSE
2026-07-30,15:15,Lido di Volano,0.0,,SSE
2026-07-30,15:31,Lido di Volano,0.0,,SSE
2026-07-30,15:45,Lido di Volano,0.0,,SSE
2026-07-30,16:01,Lido di Volano,0.0,,SSE
2026-07-30,16:15,Lido di Volano,0.0,,SSE
2026-07-30,16:31,Lido di Volano,0.0,,SSE
2026-07-30,16:38,Lido di Volano,0.0,,SSE
2026-07-30,16:45,Lido di Volano,0.0,,SSE
2026-07-30,17:01,Lido di Volano,0.0,,SSE
2026-07-30,17:16,Lido di Volano,0.0,,SSE
2026-07-30,17:31,Lido di Volano,0.0,,SSE
2026-07-30,17:45,Lido di Volano,0.0,,SSE
2026-07-30,18:01,Lido di Volano,0.0,,SSE
2026-07-30,18:12,Lido di Volano,0.0,,SSE
2026-07-30,18:15,Lido di Volano,0.0,,SSE
2026-07-30,18:31,Lido di Volano,0.0,,SSE
2026-07-30,18:45,Lido di Volano,0.0,,SSE
2026-07-31,09:01,Porto Corsini,7.8,7.8,WNW
2026-07-31,09:15,Porto Corsini,5.2,8.7,WNW
2026-07-31,09:31,Porto Corsini,3.5,9.6,NW
2026-07-31,09:42,Porto Corsini,3.5,9.6,NNW
2026-07-31,09:45,Porto Corsini,5.2,8.7,NW
2026-07-31,10:01,Porto Corsini,4.3,8.7,NW
2026-07-31,10:15,Porto Corsini,4.3,8.7,WNW
2026-07-31,10:31,Porto Corsini,4.3,7.8,NW
2026-07-31,10:45,Porto Corsini,4.3,7.8,NW
2026-07-31,11:01,Porto Corsini,5.2,7.0,NNW
2026-07-31,11:15,Porto Corsini,1.7,8.7,NW
2026-07-31,11:31,Porto Corsini,2.6,5.2,E
2026-07-31,11:45,Porto Corsini,5.2,5.2,E
2026-07-31,12:01,Porto Corsini,6.1,5.2,E
2026-07-31,12:14,Porto Corsini,6.1,7.0,E
2026-07-31,12:15,Porto Corsini,6.1,7.0,E
2026-07-31,12:31,Porto Corsini,6.1,7.0,ESE
2026-07-31,12:46,Porto Corsini,5.2,7.0,ESE
2026-07-31,13:01,Porto Corsini,5.2,7.0,ESE
2026-07-31,13:15,Porto Corsini,5.2,7.0,ESE
2026-07-31,13:31,Porto Corsini,6.1,7.8,ESE
2026-07-31,13:46,Porto Corsini,7.0,7.0,E
2026-07-31,14:01,Porto Corsini,7.8,8.7,E
2026-07-31,14:15,Porto Corsini,7.8,7.8,E
2026-07-31,14:16,Porto Corsini,7.8,8.7,E
2026-07-31,14:31,Porto Corsini,6.1,8.7,E
2026-07-31,14:45,Porto Corsini,6.1,7.8,E
2026-07-31,15:01,Porto Corsini,7.0,7.8,ESE
2026-07-31,15:15,Porto Corsini,7.8,7.0,ESE
2026-07-31,15:31,Porto Corsini,7.0,7.0,ESE
2026-07-31,15:45,Porto Corsini,6.1,7.0,SE
2026-07-31,16:01,Porto Corsini,5.2,7.0,ESE
2026-07-31,16:15,Porto Corsini,7.0,7.0,SE
2026-07-31,16:31,Porto Corsini,6.1,7.8,SE
2026-07-31,16:43,Porto Corsini,7.8,7.0,SE
2026-07-31,16:45,Porto Corsini,6.1,7.0,SE
2026-07-31,17:01,Porto Corsini,4.3,6.1,SSE
2026-07-31,17:15,Porto Corsini,4.3,6.1,SE
2026-07-31,17:31,Porto Corsini,4.3,6.1,SE
2026-07-31,17:45,Porto Corsini,4.3,7.0,SE
2026-07-31,18:01,Porto Corsini,7.8,8.7,SE
2026-07-31,18:15,Porto Corsini,9.6,7.8,SE
2026-07-31,18:23,Porto Corsini,7.0,7.8,SE
2026-07-31,18:31,Porto Corsini,6.1,7.8,SE
2026-07-31,18:45,Porto Corsini,6.1,7.0,SSE
2026-07-31,09:01,Lido di Volano,0.0,,SSE
2026-07-31,09:15,Lido di Volano,0.0,,SSE
2026-07-31,09:31,Lido di Volano,0.0,,SSE
2026-07-31,09:42,Lido di Volano,0.0,,SSE
2026-07-31,09:45,Lido di Volano,0.0,,SSE
2026-07-31,10:01,Lido di Volano,0.0,,SSE
2026-07-31,10:15,Lido di Volano,0.0,,SSE
2026-07-31,10:31,Lido di Volano,0.0,,SSE
2026-07-31,10:45,Lido di Volano,0.0,,SSE
2026-07-31,11:01,Lido di Volano,0.0,,SSE
2026-07-31,11:15,Lido di Volano,0.0,,SSE
2026-07-31,11:31,Lido di Volano,0.0,,SSE
2026-07-31,11:45,Lido di Volano,0.0,,SSE
2026-07-31,12:01,Lido di Volano,0.0,,SSE
2026-07-31,12:14,Lido di Volano,0.0,,SSE
2026-07-31,12:15,Lido di Volano,0.0,,SSE
2026-07-31,12:31,Lido di Volano,0.0,,SSE
2026-07-31,12:46,Lido di Volano,0.0,,SSE
2026-07-31,13:01,Lido di Volano,0.0,,SSE
2026-07-31,13:15,Lido di Volano,0.0,,SSE
2026-07-31,13:31,Lido di Volano,0.0,,SSE
2026-07-31,13:46,Lido di Volano,0.0,,SSE
2026-07-31,14:01,Lido di Volano,0.0,,SSE
2026-07-31,14:15,Lido di Volano,0.0,,SSE
2026-07-31,14:31,Lido di Volano,0.0,,SSE
2026-07-31,14:45,Lido di Volano,0.0,,SSE
2026-07-31,15:01,Lido di Volano,0.0,,SSE
2026-07-31,15:15,Lido di Volano,0.0,,SSE
2026-07-31,15:31,Lido di Volano,0.0,,SSE
2026-07-31,15:45,Lido di Volano,0.0,,SSE
2026-07-31,16:01,Lido di Volano,0.0,,SSE
2026-07-31,16:15,Lido di Volano,0.0,,SSE
2026-07-31,16:31,Lido di Volano,0.0,,SSE
2026-07-31,16:43,Lido di Volano,0.0,,SSE
2026-07-31,16:45,Lido di Volano,0.0,,SSE
2026-07-31,17:01,Lido di Volano,0.0,,SSE
2026-07-31,17:15,Lido di Volano,0.0,,SSE
2026-07-31,17:31,Lido di Volano,0.0,,SSE
2026-07-31,17:45,Lido di Volano,0.0,,SSE
2026-07-31,18:01,Lido di Volano,0.0,,SSE
2026-07-31,18:15,Lido di Volano,0.0,,SSE
2026-07-31,18:23,Lido di Volano,0.0,,SSE
2026-07-31,18:31,Lido di Volano,0.0,,SSE
2026-07-31,18:45,Lido di Volano,0.0,,SSE
2026-08-01,09:01,Porto Corsini,4.3,7.0,NW
2026-08-01,09:11,Porto Corsini,2.6,8.7,NNW
2026-08-01,09:15,Porto Corsini,2.6,8.7,NNW
2026-08-01,09:31,Porto Corsini,3.5,7.8,N
2026-08-01,09:45,Porto Corsini,7.0,8.7,NNW
2026-08-01,10:01,Porto Corsini,3.5,5.2,NNW
2026-08-01,10:15,Porto Corsini,3.5,7.0,NNW
2026-08-01,10:31,Porto Corsini,3.5,7.0,W
2026-08-01,10:45,Porto Corsini,3.5,7.0,NW
2026-08-01,11:01,Porto Corsini,3.5,6.1,NE
2026-08-01,11:15,Porto Corsini,3.5,5.2,ENE
2026-08-01,11:18,Porto Corsini,4.3,4.3,E
2026-08-01,11:31,Porto Corsini,3.5,5.2,E
2026-08-01,11:45,Porto Corsini,3.5,5.2,E
2026-08-01,12:01,Porto Corsini,6.1,6.1,E
2026-08-01,12:15,Porto Corsini,7.0,7.0,E
2026-08-01,12:31,Porto Corsini,6.1,7.0,E
2026-08-01,12:45,Porto Corsini,6.1,7.0,E
2026-08-01,12:53,Porto Corsini,6.1,7.0,E
2026-08-01,13:01,Porto Corsini,7.0,7.8,E
2026-08-01,13:15,Porto Corsini,7.8,7.0,E
2026-08-01,13:31,Porto Corsini,7.0,7.8,ESE
2026-08-01,13:45,Porto Corsini,7.0,7.8,ESE
2026-08-01,13:53,Porto Corsini,8.7,8.7,E
2026-08-01,14:01,Porto Corsini,7.8,8.7,E
2026-08-01,14:15,Porto Corsini,9.6,9.6,ESE
2026-08-01,14:31,Porto Corsini,9.6,8.7,E
2026-08-01,14:45,Porto Corsini,7.8,8.7,ESE
2026-08-01,14:48,Porto Corsini,7.8,8.7,ESE
2026-08-01,15:01,Porto Corsini,7.0,7.0,SE
2026-08-01,15:15,Porto Corsini,7.8,7.8,ESE
2026-08-01,15:31,Porto Corsini,7.8,7.8,ESE
2026-08-01,15:45,Porto Corsini,7.8,7.8,ESE
2026-08-01,16:01,Porto Corsini,4.3,7.8,SE
2026-08-01,16:15,Porto Corsini,7.0,7.0,SE
2026-08-01,16:19,Porto Corsini,6.1,7.0,SE
2026-08-01,16:31,Porto Corsini,7.0,7.0,SE
2026-08-01,16:45,Porto Corsini,6.1,7.0,SE
2026-08-01,17:01,Porto Corsini,7.0,7.0,SE
2026-08-01,17:15,Porto Corsini,6.1,7.0,ESE
2026-08-01,17:31,Porto Corsini,3.5,6.1,ESE
2026-08-01,17:33,Porto Corsini,4.3,6.1,SE
2026-08-01,17:45,Porto Corsini,4.3,6.1,SE
2026-08-01,18:01,Porto Corsini,4.3,6.1,SE
2026-08-01,18:15,Porto Corsini,6.1,7.0,SE
2026-08-01,18:31,Porto Corsini,7.0,7.8,SE
2026-08-01,18:34,Porto Corsini,5.2,7.0,SSE
2026-08-01,18:45,Porto Corsini,7.0,7.8,SE
2026-08-01,09:01,Lido di Volano,0.0,,SSE
2026-08-01,09:11,Lido di Volano,0.0,,SSE
2026-08-01,09:15,Lido di Volano,0.0,,SSE
2026-08-01,09:31,Lido di Volano,0.0,,SSE
2026-08-01,09:45,Lido di Volano,0.0,,SSE
2026-08-01,10:01,Lido di Volano,0.0,,SSE
2026-08-01,10:15,Lido di Volano,0.0,,SSE
2026-08-01,10:31,Lido di Volano,1.8,,ESE
2026-08-01,10:45,Lido di Volano,0.0,,ESE
2026-08-01,11:01,Lido di Volano,2.9,,SSE
2026-08-01,11:15,Lido di Volano,3.1,,S
2026-08-01,11:18,Lido di Volano,3.1,,S
2026-08-01,11:31,Lido di Volano,3.9,,S
2026-08-01,11:45,Lido di Volano,3.1,,SSE
2026-08-01,12:01,Lido di Volano,2.9,,S
2026-08-01,12:15,Lido di Volano,2.5,,SSE
2026-08-01,12:31,Lido di Volano,4.3,,SSE
2026-08-01,12:45,Lido di Volano,3.7,,SE
2026-08-01,13:01,Lido di Volano,3.7,,SE
2026-08-01,13:15,Lido di Volano,3.9,,SSE
2026-08-01,13:31,Lido di Volano,4.7,,SE
2026-08-01,13:45,Lido di Volano,5.6,,SE
2026-08-01,13:53,Lido di Volano,5.1,,SE
2026-08-01,14:01,Lido di Volano,5.1,,SSE
2026-08-01,14:15,Lido di Volano,5.4,,SE
2026-08-01,14:31,Lido di Volano,5.1,,SE
2026-08-01,14:45,Lido di Volano,5.1,,SE
2026-08-01,14:48,Lido di Volano,5.6,,SE
2026-08-01,15:01,Lido di Volano,6.2,,ESE
2026-08-01,15:15,Lido di Volano,6.4,,SE
2026-08-01,15:31,Lido di Volano,5.6,,SE
2026-08-01,15:45,Lido di Volano,5.4,,SE
2026-08-01,16:01,Lido di Volano,6.0,,SE
2026-08-01,16:15,Lido di Volano,5.8,,SE
2026-08-01,16:19,Lido di Volano,5.8,,SE
2026-08-01,16:31,Lido di Volano,5.8,,SE
2026-08-01,16:45,Lido di Volano,5.4,,SE
2026-08-01,17:15,Lido di Volano,4.1,,SE
2026-08-01,17:31,Lido di Volano,4.9,,SE
2026-08-01,17:33,Lido di Volano,4.9,,SE
2026-08-01,17:45,Lido di Volano,4.9,,SE
2026-08-01,18:01,Lido di Volano,5.6,,SE
2026-08-01,18:15,Lido di Volano,4.7,,SE
2026-08-01,18:31,Lido di Volano,4.7,,SE
2026-08-01,18:34,Lido di Volano,4.7,,SE
2026-08-01,18:45,Lido di Volano,4.7,,SE
2026-08-02,09:01,Porto Corsini,6.1,9.6,W
2026-08-02,09:14,Porto Corsini,3.5,8.7,NW
2026-08-02,09:15,Porto Corsini,7.0,9.6,WNW
2026-08-02,09:30,Porto Corsini,6.1,9.6,WNW
2026-08-02,09:45,Porto Corsini,5.2,7.8,W
2026-08-02,10:01,Porto Corsini,4.3,7.0,NNW
2026-08-02,10:15,Porto Corsini,4.3,7.0,WNW
2026-08-02,10:31,Porto Corsini,2.6,4.3,NNE
2026-08-02,10:45,Porto Corsini,3.5,4.3,ENE
2026-08-02,11:01,Porto Corsini,4.3,5.2,ENE
2026-08-02,11:15,Porto Corsini,7.0,7.0,ENE
2026-08-02,11:20,Porto Corsini,5.2,6.1,ENE
2026-08-02,11:31,Porto Corsini,7.0,7.8,E
2026-08-02,11:46,Porto Corsini,6.1,7.8,ENE
2026-08-02,12:01,Porto Corsini,7.0,7.8,ENE
2026-08-02,12:15,Porto Corsini,7.0,7.8,ENE
2026-08-02,12:31,Porto Corsini,8.7,9.6,ENE
2026-08-02,12:45,Porto Corsini,7.0,9.6,E
2026-08-02,12:54,Porto Corsini,8.7,9.6,ENE
2026-08-02,13:01,Porto Corsini,7.8,9.6,ENE
2026-08-02,13:15,Porto Corsini,7.0,8.7,E
2026-08-02,13:30,Porto Corsini,7.8,8.7,E
2026-08-02,13:45,Porto Corsini,7.8,8.7,E
2026-08-02,13:50,Porto Corsini,8.7,8.7,E
2026-08-02,14:01,Porto Corsini,7.0,9.6,E
2026-08-02,14:15,Porto Corsini,10.4,10.4,E
2026-08-02,14:31,Porto Corsini,8.7,10.4,E
2026-08-02,14:45,Porto Corsini,8.7,9.6,E
2026-08-02,14:51,Porto Corsini,9.6,9.6,E
2026-08-02,15:01,Porto Corsini,8.7,9.6,E
2026-08-02,15:15,Porto Corsini,10.4,10.4,E
2026-08-02,15:31,Porto Corsini,10.4,9.6,E
2026-08-02,15:45,Porto Corsini,11.3,10.4,E
2026-08-02,16:01,Porto Corsini,7.8,11.3,ESE
2026-08-02,16:15,Porto Corsini,10.4,10.4,E
2026-08-02,16:20,Porto Corsini,9.6,9.6,E
2026-08-02,16:30,Porto Corsini,11.3,10.4,ESE
2026-08-02,16:45,Porto Corsini,7.8,9.6,ESE
2026-08-02,17:01,Porto Corsini,7.8,8.7,ESE
2026-08-02,17:15,Porto Corsini,7.8,7.8,ESE
2026-08-02,17:31,Porto Corsini,8.7,7.8,SE
2026-08-02,17:33,Porto Corsini,7.0,7.8,ESE
2026-08-02,17:45,Porto Corsini,6.1,8.7,ESE
2026-08-02,18:01,Porto Corsini,6.1,7.0,ESE
2026-08-02,18:15,Porto Corsini,4.3,6.1,SE
2026-08-02,18:31,Porto Corsini,6.1,6.1,ESE
2026-08-02,18:34,Porto Corsini,3.5,6.1,SE
2026-08-02,18:45,Porto Corsini,5.2,5.2,ESE
2026-08-02,09:01,Lido di Volano,0.6,,N
2026-08-02,09:14,Lido di Volano,0.0,,N
2026-08-02,09:15,Lido di Volano,0.0,,N
2026-08-02,09:30,Lido di Volano,0.0,,NE
2026-08-02,09:45,Lido di Volano,1.4,,ENE
2026-08-02,10:01,Lido di Volano,2.1,,E
2026-08-02,10:15,Lido di Volano,2.3,,ENE
2026-08-02,10:31,Lido di Volano,0.0,,ENE
2026-08-02,10:45,Lido di Volano,0.0,,ENE
2026-08-02,11:01,Lido di Volano,1.6,,E
2026-08-02,11:15,Lido di Volano,6.0,,SE
2026-08-02,11:20,Lido di Volano,5.1,,SE
2026-08-02,11:31,Lido di Volano,5.6,,ESE
2026-08-02,11:46,Lido di Volano,4.1,,SE
2026-08-02,12:01,Lido di Volano,4.7,,ESE
2026-08-02,12:31,Lido di Volano,5.8,,SE
2026-08-02,12:45,Lido di Volano,6.0,,ESE
2026-08-02,12:54,Lido di Volano,6.6,,SE
2026-08-02,13:01,Lido di Volano,6.6,,ESE
2026-08-02,13:15,Lido di Volano,7.2,,ESE
2026-08-02,13:30,Lido di Volano,7.4,,ESE
2026-08-02,13:45,Lido di Volano,8.0,,ESE
2026-08-02,13:50,Lido di Volano,8.4,,ESE
2026-08-02,14:01,Lido di Volano,8.2,,ESE
2026-08-02,14:15,Lido di Volano,7.8,,ESE
2026-08-02,14:31,Lido di Volano,8.2,,ESE
2026-08-02,14:45,Lido di Volano,8.2,,ESE
2026-08-02,14:51,Lido di Volano,7.4,,ESE
2026-08-02,15:01,Lido di Volano,8.6,,ESE
2026-08-02,15:15,Lido di Volano,7.2,,ESE
2026-08-02,15:31,Lido di Volano,8.6,,E
2026-08-02,15:45,Lido di Volano,10.1,,ESE
2026-08-02,16:01,Lido di Volano,8.2,,ESE
2026-08-02,16:15,Lido di Volano,6.8,,E
2026-08-02,16:20,Lido di Volano,7.2,,ESE
2026-08-02,16:30,Lido di Volano,6.8,,E
